Compound_name,Extracted_name,Molecular_weight,Type,Capacity_per_gram_in_mAh
NH4V4O10,"[{'N': '1.0', 'H': '4.0', 'V': '4.0', 'O': '10.0'}]",381.795,Cath,125.0
Na2Ti6O13,"[{'Na': '2.0', 'Ti': '6.0', 'O': '13.0'}]",541.169,Anod,49.5
NVP,"[{'N': '1.0', 'V': '1.0', 'P': '1.0'}]",95.9225,Cath,347.8
NiO,"[{'Ni': '1.0', 'O': '1.0'}]",74.692,Anod,732.0
CuO,"[{'Cu': '1.0', 'O': '1.0'}]",79.545,Anod,98.0
ZnMn2O4,"[{'Zn': '1.0', 'Mn': '2.0', 'O': '4.0'}]",239.252,Anod,622.7
TiN,"[{'Ti': '1.0', 'N': '1.0'}]",61.874,Cath,910.0
CNT @ Li2MnSiO4 @ C,"[{'Li': '2.0', 'Mn': '1.0', 'Si': '1.0', 'O': '4.0'}, {'C': '1.0'}]",172.91,Cath,168.0
LiNi0.85Co0.075Mn0.075O2,"[{'Li': '1.0', 'Ni': '0.85', 'Co': '0.075', 'Mn': '0.075', 'O': '2.0'}]",97.367375,Cath,193.0
MnO,"[{'Mn': '1.0', 'O': '1.0'}]",70.937,Anod,832.0
LFP / C,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",169.766,Cath,145.8
Li4Ti5O12,"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",459.083,Anod,158.0
PbO / Pb / C(B),"[{'Pb': '1.0', 'O': '1.0'}, {'Pb': '1.0'}, {'B': '1.0', 'C': '1.0'}]",453.22,Anod,238.0
Sn @ PVP-CX,"[{'Sn': '1.0'}, {'P': '2.0', 'V': '1.0'}]",231.5995,Anod,383.0
Ni3V2O8 @ CMK-3,"[{'Ni': '3.0', 'V': '2.0', 'O': '8.0'}]",405.954,Anod,100.3
MoSe2 / rGO,"[{'Mo': '1.0', 'Se': '2.0'}]",253.892,Anod,422.0
MnO2,"[{'Mn': '1.0', 'O': '2.0'}]",86.936,Cath,225.0
ZnFe2O4 / C,"[{'Zn': '1.0', 'Fe': '2.0', 'O': '4.0'}, {'C': '1.0'}]",253.077,Anod,823.0
LiNi0.975Ga0.025O2,"[{'Li': '1.0', 'Ni': '0.975', 'Ga': '0.025', 'O': '2.0'}]",97.90675,Cath,0.04
FeP @ C,"[{'Fe': '1.0', 'P': '1.0'}, {'C': '1.0'}]",98.83,Anod,445.0
CNF,"[{'C': '1.0', 'N': '1.0', 'F': '1.0'}]",45.016000000000005,Anod,542.0
Li1.5Ni0.25Mn0.75O2.5,"[{'Li': '1.5', 'Ni': '0.25', 'Mn': '0.75', 'O': '2.5'}]",106.28425,Cath,20.0
NVP,"[{'N': '1.0', 'V': '1.0', 'P': '1.0'}]",95.9225,Cath,104.4
Sn4P3,"[{'Sn': '4.0', 'P': '3.0'}]",567.762,Anod,700.0
NiCo2O4,"[{'Ni': '1.0', 'Co': '2.0', 'O': '4.0'}]",240.555,Anod,390.0
Mn3O4,"[{'Mn': '3.0', 'O': '4.0'}]",228.81000000000003,Anod,806.6
LiNi0.4Mn1.6O4,"[{'Li': '1.0', 'Ni': '0.4', 'Mn': '1.6', 'O': '4.0'}]",182.314,Cath,146.0
CFC,"[{'C': '2.0', 'F': '1.0'}]",43.02,Cath,309.0
Sb / C,"[{'Sb': '1.0'}, {'C': '1.0'}]",133.77100000000002,Anod,650.0
LiNi0.5Mn0.5O2,"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '0.5', 'O': '2.0'}]",95.7535,Cath,1400.0
LiCoO2,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",97.871,Cath,250.0
Si @ Si3N4 @ C,"[{'Si': '1.0'}, {'Si': '3.0', 'N': '4.0'}, {'C': '1.0'}]",180.379,Anod,1924.0
Fe3S4,"[{'Fe': '3.0', 'S': '4.0'}]",295.775,Anod,633.2
SnS2 @ C,"[{'Sn': '1.0', 'S': '2.0'}, {'C': '1.0'}]",194.841,Anod,755.0
LiMn2O4,"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",180.812,Cath,50.5
CNT @ Li2MnSiO4,"[{'Li': '2.0', 'Mn': '1.0', 'Si': '1.0', 'O': '4.0'}]",160.899,Cath,67.0
Co3O4,"[{'Co': '3.0', 'O': '4.0'}]",240.795,Anod,842.9
Co3O4âCNTs,"[{'Co': '3.0', 'O': '4.0'}]",240.795,Anod,510.0
LiNiO2,"[{'Li': '1.0', 'Ni': '1.0', 'O': '2.0'}]",97.631,Cath,103.0
Na4NiTeO6,"[{'Na': '4.0', 'Ni': '1.0', 'Te': '1.0', 'O': '6.0'}]",374.247,Cath,34.7
LiFePO4 / C,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",169.766,Cath,141.5
Li2FeSiO4,"[{'Li': '2.0', 'Fe': '1.0', 'Si': '1.0', 'O': '4.0'}]",161.806,Anod,880.0
FeF3,"[{'Fe': '1.0', 'F': '3.0'}]",112.839,Cath,200.0
GeO2,"[{'Ge': '1.0', 'O': '2.0'}]",104.628,Anod,165.0
Li1.2Mn0.54Ni0.13Co0.13O2,"[{'Li': '1.2', 'Mn': '0.54', 'Ni': '0.13', 'Co': '0.13', 'O': '2.0'}]",85.2839,Cath,11.0
ZnFe2O4 / C,"[{'Zn': '1.0', 'Fe': '2.0', 'O': '4.0'}, {'C': '1.0'}]",253.077,Anod,711.0
MoS2 / rGO,"[{'Mo': '1.0', 'S': '2.0'}]",160.07,Anod,880.0
CoâNâC / SeS2,"[{'Se': '1.0', 'S': '2.0'}]",143.091,Cath,300.3
Li2MnSiO4 / C-2,"[{'Li': '2.0', 'Mn': '1.0', 'Si': '1.0', 'O': '4.0'}]",160.899,Cath,218.2
(1âx)LiNi0.5Mn0.5O2-xLiMn1.9Al0,"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '0.5', 'O': '2.0'}]",95.7535,Cath,236.0
Mn3O4 / C,"[{'Mn': '3.0', 'O': '4.0'}, {'C': '1.0'}]",240.82100000000003,Anod,1141.0
VS2,"[{'V': '1.0', 'S': '2.0'}]",115.0615,Anod,353.0
Na3Fe2(PO4)3,"[{'P': '3.0', 'O': '12.0', 'Na': '3.0', 'Fe': '2.0'}]",465.57,Anod,47.1
LiMn2O4,"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",180.812,Cath,83.0
Li3Ti4CoCrO12,"[{'Li': '3.0', 'Ti': '4.0', 'Co': '1.0', 'Cr': '1.0', 'O': '12.0'}]",515.2049999999999,Anod,136.1
LiMn2O4,"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",180.812,Cath,115.0
GeO2,"[{'Ge': '1.0', 'O': '2.0'}]",104.628,Anod,590.0
MnP,"[{'Mn': '1.0', 'P': '1.0'}]",85.912,Anod,870.0
Na3V2(PO4)3 / C,"[{'P': '3.0', 'O': '12.0', 'Na': '3.0', 'V': '2.0'}, {'C': '1.0'}]",467.774,Cath,20.0
Fe3O4-G410,"[{'Fe': '3.0', 'O': '4.0'}]",231.531,Anod,310.0
LiCoO2,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",97.871,Cath,180.1
Cr2O3,"[{'Cr': '2.0', 'O': '3.0'}]",151.989,Anod,13.6
LiCe0.05Mn1.95O4,"[{'Li': '1.0', 'Ce': '0.05', 'Mn': '1.95', 'O': '4.0'}]",185.0711,Cath,71.0
CuS,"[{'Cu': '1.0', 'S': '1.0'}]",95.606,Anod,400.0
Li1.01Mn1.99O4,"[{'Li': '1.01', 'Mn': '1.99', 'O': '4.0'}]",180.33202,Cath,120.0
FeFe(CN)6,"[{'C': '6.0', 'N': '6.0', 'Fe': '2.0'}]",267.798,Cath,117.0
LiFePO4 / C,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",169.766,Cath,153.0
FeF3,"[{'Fe': '1.0', 'F': '3.0'}]",112.839,Cath,155.0
MoS2,"[{'Mo': '1.0', 'S': '2.0'}]",160.07,Anod,938.0
LiNi0.6Co0.2Mn0.2O2,"[{'Li': '1.0', 'Ni': '0.6', 'Co': '0.2', 'Mn': '0.2', 'O': '2.0'}]",96.928,Cath,154.2
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,176.0
LiMn2O4,"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",180.812,Cath,91.2
VOCl,"[{'V': '1.0', 'O': '1.0', 'Cl': '1.0'}]",102.3905,Cath,124.7
CP,"[{'C': '1.0', 'P': '1.0'}]",42.985,Anod,70.0
TiO2,"[{'Ti': '1.0', 'O': '2.0'}]",79.865,Anod,310.0
LiFePO4 / C,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",169.766,Cath,130.0
MnVO,"[{'Mn': '1.0', 'V': '1.0', 'O': '1.0'}]",121.8785,Anod,752.0
Ni2CoO4,"[{'Ni': '2.0', 'Co': '1.0', 'O': '4.0'}]",240.315,Anod,83.0
Co3O4,"[{'Co': '3.0', 'O': '4.0'}]",240.795,Anod,890.0
Cu0.04V2O5,"[{'Cu': '0.04', 'V': '2.0', 'O': '5.0'}]",184.41984,Cath,260.0
HPC / S-600,"[{'H': '1.0', 'P': '1.0', 'C': '1.0'}]",43.993,Cath,1010.0
PVP,"[{'P': '2.0', 'V': '1.0'}]",112.8895,Cath,200.0
Fe2O3 / MnO2,"[{'Fe': '2.0', 'O': '3.0'}, {'Mn': '1.0', 'O': '2.0'}]",246.623,Anod,320.0
Li2.90Na0.10V2(PO4)3 / C,"[{'P': '3.0', 'O': '12.0', 'Li': '2.9', 'Na': '0.1', 'V': '2.0'}, {'C': '1.0'}]",421.2289999999999,Cath,124.0
V2O5Â·nH2O,"[{'V': '2.0', 'O': '5.0'}]",181.878,Cath,338.0
MnO2,"[{'Mn': '1.0', 'O': '2.0'}]",86.936,Cath,252.0
LiNi0.5Mn1.5O4,"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '1.5', 'O': '4.0'}]",182.6895,Cath,133.6
Li @ Cu,"[{'Li': '1.0'}, {'Cu': '1.0'}]",70.486,Anod,300.0
UIO-67 @ Se @ PANI,"[{'U': '1.0', 'I': '1.0', 'O': '1.0'}, {'Se': '1.0'}]",459.9,Cath,248.3
Si / Ag,"[{'Si': '1.0'}, {'Ag': '1.0'}]",135.955,Anod,1000.0
Sb2S3,"[{'Sb': '2.0', 'S': '3.0'}]",339.70000000000005,Anod,240.0
CNFâSiO2,"[{'C': '1.0', 'N': '1.0', 'F': '1.0'}]",45.016000000000005,Anod,484.0
MoSe2,"[{'Mo': '1.0', 'Se': '2.0'}]",253.892,Anod,282.8
Na3MnCO3PO4,"[{'Na': '3.0', 'Mn': '1.0', 'C': '1.0', 'O': '7.0', 'P': '1.0'}]",278.886,Cath,117.2
Si / C,"[{'Si': '1.0'}, {'C': '1.0'}]",40.096,Anod,1555.0
Cu3P,"[{'Cu': '3.0', 'P': '1.0'}]",221.612,Cath,73.8
AlF3,"[{'Al': '1.0', 'F': '3.0'}]",83.976,Cath,1119.0
Li3V2(PO4)3 / C,"[{'P': '3.0', 'O': '12.0', 'Li': '3.0', 'V': '2.0'}, {'C': '1.0'}]",419.624,Cath,113.0
Vanadium oxide,"[{'V': '2.0', 'O': '5.0'}]",181.878,Anod,875.0
LiNi0.6Co0.2Mn0.2O2,"[{'Li': '1.0', 'Ni': '0.6', 'Co': '0.2', 'Mn': '0.2', 'O': '2.0'}]",96.928,Cath,130.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,78.4
SiOC,"[{'Si': '1.0', 'O': '1.0', 'C': '1.0'}]",56.095,Anod,140.0
Na4C24H8O8,"[{'Na': '4.0', 'C': '24.0', 'H': '8.0', 'O': '8.0'}]",516.28,Anod,100.0
LiCoO2,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",97.871,Cath,110.0
Iron oxides,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,660.0
Ti3C2Tx @ Fe2O3,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,493.0
LFP,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,110.0
Co0.85Se @ rGO,"[{'Co': '0.85', 'Se': '1.0'}]",129.06405,Anod,460.0
Li1.2Mn0.54Ni0.13Co0.13O2,"[{'Li': '1.2', 'Mn': '0.54', 'Ni': '0.13', 'Co': '0.13', 'O': '2.0'}]",85.2839,Cath,200.0
Na3V2(PO4)3,"[{'P': '3.0', 'O': '12.0', 'Na': '3.0', 'V': '2.0'}]",455.763,Cath,122.0
LiMnPO4,"[{'Li': '1.0', 'Mn': '1.0', 'P': '1.0', 'O': '4.0'}]",156.848,Cath,156.0
Li2FeSiO4 / CNT,"[{'Li': '2.0', 'Fe': '1.0', 'Si': '1.0', 'O': '4.0'}]",161.806,Cath,214.0
Na2C8H4O4,"[{'Na': '2.0', 'C': '8.0', 'H': '4.0', 'O': '4.0'}]",210.096,Anod,268.0
Cu / Sn,"[{'Cu': '1.0'}, {'Sn': '1.0'}]",182.256,Anod,223.0
Ammonium vanadate,"[{'N': '3.0', 'H': '12.0', 'V': '1.0', 'O': '4.0'}]",169.05450000000002,Cath,113.0
MnO,"[{'Mn': '1.0', 'O': '1.0'}]",70.937,Anod,763.3
(MoO2)2P2O7,"[{'Mo': '2.0', 'O': '11.0', 'P': '2.0'}]",429.837,Cath,250.0
Li2S,"[{'Li': '2.0', 'S': '1.0'}]",45.940000000000005,Cath,758.0
NVP,"[{'N': '1.0', 'V': '1.0', 'P': '1.0'}]",95.9225,Cath,110.3
Ge @ C,"[{'Ge': '1.0'}, {'C': '1.0'}]",84.64099999999999,Anod,1163.9
LiFePO4 / C,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",169.766,Cath,166.0
MnO2,"[{'Mn': '1.0', 'O': '2.0'}]",86.936,Cath,135.0
Fe2O3,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,1960.0
V2O5,"[{'V': '2.0', 'O': '5.0'}]",181.878,Cath,338.0
NiS2 / C,"[{'Ni': '1.0', 'S': '2.0'}, {'C': '1.0'}]",134.824,Cath,610.0
Si20Co10C70,"[{'Si': '20.0', 'Co': '10.0', 'C': '70.0'}]",1991.8,Anod,610.0
TiC / C-S,"[{'Ti': '1.0', 'C': '1.0'}]",59.878,Cath,821.0
FeP,"[{'Fe': '1.0', 'P': '1.0'}]",86.819,Anod,764.7
LiVOPO4,"[{'Li': '1.0', 'V': '1.0', 'O': '5.0', 'P': '1.0'}]",168.85049999999998,Cath,152.8
GNS / SiOC,"[{'Si': '1.0', 'O': '1.0', 'C': '1.0'}]",56.095,Anod,357.0
SnO,"[{'Sn': '1.0', 'O': '1.0'}]",134.709,Anod,63.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,135.3
LTO,"[{'Li': '2.0', 'Ti': '1.0', 'O': '3.0'}]",109.744,Anod,105.1
MnO / C,"[{'Mn': '1.0', 'O': '1.0'}, {'C': '1.0'}]",82.948,Anod,776.0
VS4 @ rGO,"[{'V': '1.0', 'S': '4.0'}]",179.1815,Cath,180.0
PCNF,"[{'P': '1.0', 'C': '1.0', 'N': '1.0', 'F': '1.0'}]",75.99,Anod,201.8
NVP @ C,"[{'N': '1.0', 'V': '1.0', 'P': '1.0'}, {'C': '1.0'}]",107.9335,Cath,111.4
LiNi0.5Mn1.5O4,"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '1.5', 'O': '4.0'}]",182.6895,Cath,120.0
Bi2S3,"[{'Bi': '2.0', 'S': '3.0'}]",514.14,Anod,322.0
Na2MnP2O7,"[{'Na': '2.0', 'Mn': '1.0', 'P': '2.0', 'O': '7.0'}]",274.85900000000004,Cath,76.7
Co3O4,"[{'Co': '3.0', 'O': '4.0'}]",240.795,Anod,948.0
TiO2-B,"[{'Ti': '1.0', 'O': '2.0'}]",79.865,Anod,202.0
TiO2,"[{'Ti': '1.0', 'O': '2.0'}]",79.865,Anod,167.6
CNT @ Li4Ti5O12 @ C,"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}, {'C': '1.0'}]",471.094,Anod,169.9
Sn(MoO4)2 / C,"[{'Mo': '2.0', 'O': '8.0', 'Sn': '1.0'}, {'C': '1.0'}]",450.613,Anod,300.0
LiNi0.5Mn0.5O2,"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '0.5', 'O': '2.0'}]",95.7535,Cath,175.8
FeHCCo,"[{'Fe': '1.0', 'H': '1.0', 'C': '1.0', 'Co': '1.0'}]",127.797,Cath,116.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,135.0
SnO2âFe2O3 @ C,"[{'Sn': '1.0', 'O': '2.0'}, {'C': '1.0'}]",162.719,Anod,835.0
LiV3O8,"[{'Li': '1.0', 'V': '3.0', 'O': '8.0'}]",287.7565,Cath,140.0
CoO,"[{'Co': '1.0', 'O': '1.0'}]",74.932,Anod,715.0
FeSe2 / C,"[{'Fe': '1.0', 'Se': '2.0'}, {'C': '1.0'}]",225.798,Anod,364.5
SnO2,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,1494.0
Mn3O4 / Fe3O4,"[{'Mn': '3.0', 'O': '4.0'}, {'Fe': '3.0', 'O': '4.0'}]",460.341,Anod,630.0
SnP0.6S2,"[{'Sn': '1.0', 'P': '0.6', 'S': '2.0'}]",201.4144,Anod,404.0
Li3VO4 / CâNi,"[{'Li': '3.0', 'V': '1.0', 'O': '4.0'}]",135.7575,Anod,325.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,103.2
LiFePO4-C,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,159.0
Na0.44MnO2,"[{'Na': '0.44', 'Mn': '1.0', 'O': '2.0'}]",97.0516,Cath,150.0
LiVOPO4,"[{'Li': '1.0', 'V': '1.0', 'O': '5.0', 'P': '1.0'}]",168.85049999999998,Cath,158.5
NCF / Se,"[{'N': '1.0', 'C': '1.0', 'F': '1.0'}, {'Se': '1.0'}]",123.987,Cath,235.0
NVPF @ C,"[{'N': '1.0', 'V': '1.0', 'P': '1.0', 'F': '1.0'}, {'C': '1.0'}]",126.9315,Cath,130.0
Si / Ag,"[{'Si': '1.0'}, {'Ag': '1.0'}]",135.955,Anod,800.0
CuHCF,"[{'Cu': '1.0', 'H': '1.0', 'C': '1.0', 'F': '1.0'}]",95.563,Cath,60.0
V2O5,"[{'V': '2.0', 'O': '5.0'}]",181.878,Cath,140.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,150.6
MnO2 @ C @ MnO,"[{'Mn': '1.0', 'O': '2.0'}, {'C': '1.0'}, {'Mn': '1.0', 'O': '1.0'}]",169.884,Anod,895.2
TiO2 / C,"[{'Ti': '1.0', 'O': '2.0'}, {'C': '1.0'}]",91.876,Anod,207.0
LiNi0.5Co0.2Mn0.3O2,"[{'Li': '1.0', 'Ni': '0.5', 'Co': '0.2', 'Mn': '0.3', 'O': '2.0'}]",96.5525,Cath,76.0
V2O5,"[{'V': '2.0', 'O': '5.0'}]",181.878,Cath,330.0
GeO2 / Ge / C,"[{'Ge': '1.0', 'O': '2.0'}, {'Ge': '1.0'}, {'C': '1.0'}]",189.269,Anod,1860.0
CNF,"[{'C': '1.0', 'N': '1.0', 'F': '1.0'}]",45.016000000000005,Anod,500.0
NIB,"[{'N': '1.0', 'I': '1.0', 'B': '1.0'}]",151.717,Anod,531.0
LiNi0.8Co0.15Mn0.05O2,"[{'Li': '1.0', 'Ni': '0.8', 'Co': '0.15', 'Mn': '0.05', 'O': '2.0'}]",97.47925,Cath,215.0
Nickel sulfide,"[{'Ni': '2.0', 'S': '3.0'}]",213.566,Cath,800.0
MnF2,"[{'Mn': '1.0', 'F': '2.0'}]",92.934,Anod,540.0
CNTs / Si / C,"[{'Si': '1.0'}, {'C': '1.0'}]",40.096,Anod,1168.0
LiNi0.6Co0.2Mn0.2O2,"[{'Li': '1.0', 'Ni': '0.6', 'Co': '0.2', 'Mn': '0.2', 'O': '2.0'}]",96.928,Cath,175.3
Fe3S4 / Co9S8,"[{'Fe': '3.0', 'S': '4.0'}, {'Co': '9.0', 'S': '8.0'}]",1082.652,Anod,1408.6
TiO2âB,"[{'Ti': '1.0', 'O': '2.0'}]",79.865,Anod,101.0
Iron oxides,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,610.0
ZnFe2O4 @ C nano-whiskers,"[{'Zn': '1.0', 'Fe': '2.0', 'O': '4.0'}]",241.066,Anod,1722.0
CoS2,"[{'Co': '1.0', 'S': '2.0'}]",123.053,Cath,835.0
FeCO3,"[{'Fe': '1.0', 'C': '1.0', 'O': '3.0'}]",115.853,Anod,1796.0
S / C @ SnO2,"[{'S': '1.0'}, {'C': '1.0', 'Sn': '1.0', 'O': '2.0'}]",194.779,Cath,1180.0
LiCoO2,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",97.871,Cath,184.6
TiO2,"[{'Ti': '1.0', 'O': '2.0'}]",79.865,Anod,97.5
LiCoO2,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",97.871,Cath,130.0
Sn(MoO4)2 / C,"[{'Mo': '2.0', 'O': '8.0', 'Sn': '1.0'}, {'C': '1.0'}]",450.613,Anod,713.0
VS4,"[{'V': '1.0', 'S': '4.0'}]",179.1815,Cath,38.5
LiNi0.6Mn0.2Co0.2O2,"[{'Li': '1.0', 'Ni': '0.6', 'Mn': '0.2', 'Co': '0.2', 'O': '2.0'}]",96.928,Cath,158.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,160.3
NVP / C-3,"[{'N': '1.0', 'V': '1.0', 'P': '1.0'}]",95.9225,Cath,116.1
Fe0.92Mn0.08Si2,"[{'Fe': '0.92', 'Mn': '0.08', 'Si': '2.0'}]",111.94244,Anod,210.0
LiFePO4 / C,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",169.766,Cath,150.0
MoS2,"[{'Mo': '1.0', 'S': '2.0'}]",160.07,Cath,183.9
NaFeF3,"[{'Na': '1.0', 'Fe': '1.0', 'F': '3.0'}]",135.829,Cath,50.0
CoâNâC / SeS2,"[{'Se': '1.0', 'S': '2.0'}]",143.091,Cath,760.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,170.0
CuO / Cu2O / Carbon,"[{'Cu': '1.0', 'O': '1.0'}, {'Cu': '2.0', 'O': '1.0'}]",222.636,Anod,491.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,165.8
Mo6S8,"[{'Mo': '6.0', 'S': '8.0'}]",832.1800000000001,Cath,100.0
SiO @ C,"[{'Si': '1.0', 'O': '1.0'}, {'C': '1.0'}]",56.095,Anod,501.0
TiO2,"[{'Ti': '1.0', 'O': '2.0'}]",79.865,Anod,133.0
TiO2,"[{'Ti': '1.0', 'O': '2.0'}]",79.865,Anod,173.6
LTO,"[{'Li': '2.0', 'Ti': '1.0', 'O': '3.0'}]",109.744,Anod,175.0
V2O5,"[{'V': '2.0', 'O': '5.0'}]",181.878,Cath,305.0
Sb2S3,"[{'Sb': '2.0', 'S': '3.0'}]",339.70000000000005,Anod,369.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,170.0
MnO2-PPy-S,"[{'Mn': '1.0', 'O': '2.0'}]",86.936,Cath,586.0
YS-Fe2O3 @ C,"[{'Y': '1.0', 'S': '1.0'}, {'C': '1.0'}]",132.977,Anod,986.0
Cr2O3,"[{'Cr': '2.0', 'O': '3.0'}]",151.989,Anod,174.4
P-CuFe2O4 / CuO,"[{'Cu': '1.0', 'O': '1.0'}]",79.545,Anod,1446.6
Cu / Sn,"[{'Cu': '1.0'}, {'Sn': '1.0'}]",182.256,Anod,188.0
Li2S / KB / CNT,"[{'Li': '2.0', 'S': '1.0'}, {'K': '1.0', 'B': '1.0'}]",95.848,Cath,200.0
SnO2,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,1000.0
Li1.2Mn0.54Ni0.13Co0.13O2,"[{'Li': '1.2', 'Mn': '0.54', 'Ni': '0.13', 'Co': '0.13', 'O': '2.0'}]",85.2839,Cath,129.8
LiTi2(PO4)3 / C,"[{'P': '3.0', 'O': '12.0', 'Li': '1.0', 'Ti': '2.0'}, {'C': '1.0'}]",399.595,Anod,92.8
Si @ TiN,"[{'Si': '1.0'}, {'Ti': '1.0', 'N': '1.0'}]",89.959,Anod,2048.8
SIB,"[{'S': '1.0', 'I': '1.0', 'B': '1.0'}]",169.77,Anod,550.0
Na0.66Co0.5Mn0.5O2,"[{'Na': '0.66', 'Co': '0.5', 'Mn': '0.5', 'O': '2.0'}]",104.1069,Cath,156.1
LiMn2O4,"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",180.812,Cath,94.5
SiO2,"[{'Si': '1.0', 'O': '2.0'}]",60.083,Anod,500.0
NiO,"[{'Ni': '1.0', 'O': '1.0'}]",74.692,Cath,3040.0
Li2MnSiO4 / rGO,"[{'Li': '2.0', 'Mn': '1.0', 'Si': '1.0', 'O': '4.0'}]",160.899,Cath,310.0
Fe2O3 / graphene,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,894.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,149.0
TiO2,"[{'Ti': '1.0', 'O': '2.0'}]",79.865,Anod,336.0
CNT / CoS @ C,"[{'Co': '1.0', 'S': '1.0', 'C': '1.0'}]",103.004,Anod,341.0
Li4Ti5O12,"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",459.083,Anod,170.0
Co(OH)2,"[{'O': '2.0', 'H': '2.0', 'Co': '1.0'}]",92.947,Anod,690.0
V2O5,"[{'V': '2.0', 'O': '5.0'}]",181.878,Cath,294.0
LiNiO2,"[{'Li': '1.0', 'Ni': '1.0', 'O': '2.0'}]",97.631,Cath,0.66
SnS2,"[{'Sn': '1.0', 'S': '2.0'}]",182.83,Anod,472.78
BaFe12O19,"[{'Ba': '1.0', 'Fe': '12.0', 'O': '19.0'}]",1111.451,Anod,665.5
Fe3O4,"[{'Fe': '3.0', 'O': '4.0'}]",231.531,Anod,160.0
SnO2,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,602.0
Li1.5Mn0.75Ni0.15Co0.10O2+Î´,"[{'Li': '1.5', 'Mn': '0.75', 'Ni': '0.15', 'Co': '0.1', 'O': '2.0'}]",98.30875,Cath,64.9
Li1.2Ni0.2Mn0.6O2,"[{'Li': '1.2', 'Ni': '0.2', 'Mn': '0.6', 'O': '2.0'}]",85.0274,Cath,161.7
TiN,"[{'Ti': '1.0', 'N': '1.0'}]",61.874,Cath,105.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,210.0
